# Results for 1000 trials
# n   time (msec)
# ---------------
10  2
20  2
30  2
40  2
50  1
60  5
70  5
80  5
90  3
100  2
110  2
120  2
130  2
140  2
150  2
160  2
170  2
180  2
190  3
200  2
210  2
220  3
230  3
240  4
250  4
260  4
270  4
280  3
290  4
300  4
310  5
320  5
330  5
340  4
350  7
360  6
370  9
380  9
390  11
400  11
410  10
420  11
430  11
440  15
450  12
460  12
470  14
480  13
490  15
500  18
